date,actual,predicted,raw_delta,absolute_delta,percentage_error,absolute_percentage_error,is_huge_difference
2025-04-11,357.7,349.11032,-8.589678955078114,8.589678955078114,-2.4013639796136745,2.4013639796136745,False
2024-12-17,333.15,324.57614,-8.573858642578102,8.573858642578102,-2.5735730579553064,2.5735730579553064,False
2025-07-01,291.2,299.69934,8.499340820312511,8.499340820312511,2.918729677305121,2.918729677305121,False
2024-10-23,245.45,253.81395,8.363949584960949,8.363949584960949,3.407598119764086,3.407598119764086,False
2025-03-10,393.75,385.53748,-8.2125244140625,8.2125244140625,-2.085720486111111,2.085720486111111,False
2024-11-13,278.95,270.8993,-8.050708007812489,8.050708007812489,-2.8860756435965187,2.8860756435965187,False
2025-06-23,311.35,319.322,7.971990966796852,7.971990966796852,2.560459600705589,2.560459600705589,False
2024-09-30,264.15,271.9627,7.812707519531273,7.812707519531273,2.9576784098168742,2.9576784098168742,False
2025-02-14,407.4,415.12543,7.725427246093773,7.725427246093773,1.8962757108723056,1.8962757108723056,False
2024-09-26,269.15,276.7742,7.624200439453148,7.624200439453148,2.8326956862170345,2.8326956862170345,False
2025-06-11,345.3,352.86243,7.562426757812489,7.562426757812489,2.1901033182196605,2.1901033182196605,False
2025-02-07,404.35,411.89484,7.544836425781227,7.544836425781227,1.8659172562832265,1.8659172562832265,False
2025-01-14,330.45,322.91602,-7.533984374999989,7.533984374999989,-2.2799165910122525,2.2799165910122525,False
2024-11-26,326.15,318.6722,-7.477789306640602,7.477789306640602,-2.292745456581512,2.292745456581512,False
2025-02-10,404.4,411.83102,7.431024169921898,7.431024169921898,1.8375430687245051,1.8375430687245051,False
2025-07-02,289.6,297.02838,7.428381347656227,7.428381347656227,2.5650488078923437,2.5650488078923437,False
2025-01-27,357.5,350.1931,-7.306884765625,7.306884765625,-2.043883850524476,2.043883850524476,False
2025-01-01,326.85,319.56082,-7.289178466796898,7.289178466796898,-2.2301295599806936,2.2301295599806936,False
2024-10-07,248.2,255.38092,7.180920410156261,7.180920410156261,2.893199198290194,2.893199198290194,False
2024-10-02,252.05,259.223,7.172991943359364,7.172991943359364,2.845860719444302,2.845860719444302,False
2024-10-21,249.85,256.93835,7.088354492187506,7.088354492187506,2.8370440232889758,2.8370440232889758,False
2025-05-19,369.3,376.32907,7.029071044921864,7.029071044921864,1.9033498632336485,1.9033498632336485,False
2025-06-20,315.05,321.8172,6.767199707031239,6.767199707031239,2.147976418673619,2.147976418673619,False
2025-03-25,392.0,398.7514,6.75140380859375,6.75140380859375,1.7222968899473852,1.7222968899473852,False
2025-08-21,378.3,371.55457,-6.745434570312511,6.745434570312511,-1.783091348219009,1.783091348219009,False
2025-02-25,375.2,381.90463,6.704632568359386,6.704632568359386,1.7869489787738237,1.7869489787738237,False
2025-05-22,361.0,367.69373,6.6937255859375,6.6937255859375,1.8542176138331024,1.8542176138331024,False
2025-06-10,348.6,355.26663,6.666632080078102,6.666632080078102,1.912401629397046,1.912401629397046,False
2025-03-31,389.05,382.504,-6.546002197265636,6.546002197265636,-1.6825606470288232,1.6825606470288232,False
2025-01-28,366.55,360.0791,-6.470898437500011,6.470898437500011,-1.7653521859227965,1.7653521859227965,False
2025-02-20,389.25,395.67667,6.426666259765625,6.426666259765625,1.6510382170239244,1.6510382170239244,False
2025-05-01,385.4,391.72867,6.328668212890648,6.328668212890648,1.6421038435108064,1.6421038435108064,False
2025-08-01,284.2,290.4751,6.275097656250011,6.275097656250011,2.2079865081808627,2.2079865081808627,False
2025-08-13,318.7,312.46674,-6.233264160156239,6.233264160156239,-1.9558406527004202,1.9558406527004202,False
2025-04-09,342.85,349.01572,6.165716552734352,6.165716552734352,1.7983714606196153,1.7983714606196153,False
2024-11-29,321.65,327.745,6.094995117187523,6.094995117187523,1.8949153170177282,1.8949153170177282,False
2024-11-18,279.75,285.82336,6.0733642578125,6.0733642578125,2.1709970537310097,2.1709970537310097,False
2024-11-04,250.15,244.10785,-6.042150878906256,6.042150878906256,-2.4154111048995626,2.4154111048995626,False
2025-01-02,318.65,324.6871,6.037103271484398,6.037103271484398,1.8945875636229084,1.8945875636229084,False
2025-05-30,342.45,348.3854,5.935406494140636,5.935406494140636,1.7332184243365851,1.7332184243365851,False
2025-01-09,323.85,317.9367,-5.913293457031273,5.913293457031273,-1.8259359138586606,1.8259359138586606,False
2025-08-20,365.0,359.12112,-5.878875732421875,5.878875732421875,-1.6106508855950343,1.6106508855950343,False
2025-02-06,404.35,410.20605,5.856054687499977,5.856054687499977,1.4482638030171824,1.4482638030171824,False
2024-12-25,324.65,330.48557,5.835565185546898,5.835565185546898,1.7974942817024175,1.7974942817024175,False
2025-07-24,297.55,303.3702,5.820208740234364,5.820208740234364,1.9560439389125737,1.9560439389125737,False
2025-05-15,376.25,381.95148,5.70147705078125,5.70147705078125,1.5153427377491695,1.5153427377491695,False
2024-12-16,325.45,319.85312,-5.596881103515614,5.596881103515614,-1.7197360895730878,1.7197360895730878,False
2024-11-22,305.25,310.82748,5.577484130859375,5.577484130859375,1.8271856284551597,1.8271856284551597,False
2025-07-07,285.6,291.14633,5.546331787109352,5.546331787109352,1.941992922657336,1.941992922657336,False
2025-03-24,398.55,393.02753,-5.522473144531261,5.522473144531261,-1.3856412356119083,1.3856412356119083,False
2024-11-27,326.15,331.62253,5.472528076171898,5.472528076171898,1.6779175459671618,1.6779175459671618,False
2025-06-25,305.65,311.11368,5.463677978515648,5.463677978515648,1.7875602743385077,1.7875602743385077,False
2025-07-08,284.05,289.39624,5.346240234374989,5.346240234374989,1.8821475917532082,1.8821475917532082,False
2024-12-11,322.6,327.91455,5.314550781249977,5.314550781249977,1.6474118974736445,1.6474118974736445,False
2024-12-26,322.65,327.96027,5.310266113281273,5.310266113281273,1.6458286419591734,1.6458286419591734,False
2025-08-06,297.8,292.5227,-5.277294921875011,5.277294921875011,-1.7720936608042348,1.7720936608042348,False
2024-10-31,242.95,248.15363,5.203625488281261,5.203625488281261,2.1418503759132586,2.1418503759132586,False
2025-03-13,382.1,387.26804,5.168035888671852,5.168035888671852,1.3525349093619083,1.3525349093619083,False
2025-06-05,358.05,352.91083,-5.139172363281261,5.139172363281261,-1.4353225424609024,1.4353225424609024,False
2025-05-05,389.85,384.75513,-5.094873046875023,5.094873046875023,-1.3068803506156272,1.3068803506156272,False
2025-02-17,405.25,410.28275,5.032745361328125,5.032745361328125,1.241886578982881,1.241886578982881,False
2024-12-23,328.6,323.58273,-5.017266845703148,5.017266845703148,-1.5268614868238428,1.5268614868238428,False
2024-10-09,254.75,249.80426,-4.94573974609375,4.94573974609375,-1.9414091250613348,1.9414091250613348,False
2025-02-26,373.6,378.32083,4.720831298828102,4.720831298828102,1.2636058080375006,1.2636058080375006,False
2025-03-27,379.95,384.56732,4.617321777343761,4.617321777343761,1.2152445788508386,1.2152445788508386,False
2025-02-18,411.9,407.31628,-4.583715820312477,4.583715820312477,-1.1128224861161635,1.1128224861161635,False
2025-06-02,340.85,345.4189,4.568914794921852,4.568914794921852,1.3404473507178676,1.3404473507178676,False
2025-07-23,304.85,300.28516,-4.564843750000023,4.564843750000023,-1.497406511399056,1.497406511399056,False
2025-04-16,372.6,368.04962,-4.550378417968773,4.550378417968773,-1.2212502463684307,1.2212502463684307,False
2025-06-09,353.05,357.58542,4.535418701171864,4.535418701171864,1.284639201578208,1.284639201578208,False
2025-01-31,377.85,382.38177,4.531774902343727,4.531774902343727,1.1993581850850143,1.1993581850850143,False
2025-01-03,318.65,323.1233,4.473291015625023,4.473291015625023,1.4038258326141606,1.4038258326141606,False
2025-07-03,289.6,294.03235,4.432348632812477,4.432348632812477,1.5305071245899435,1.5305071245899435,False
2025-05-14,384.95,380.54486,-4.405139160156239,4.405139160156239,-1.1443406053139988,1.1443406053139988,False
2024-11-07,253.35,257.67856,4.328558349609381,4.328558349609381,1.7085290505661659,1.7085290505661659,False
2025-03-11,386.75,391.05338,4.303375244140625,4.303375244140625,1.1127020670046865,1.1127020670046865,False
2025-08-08,309.35,305.07156,-4.278436279296898,4.278436279296898,-1.3830406592199442,1.3830406592199442,False
2024-09-27,269.15,273.36948,4.219476318359398,4.219476318359398,1.5677043724166444,1.5677043724166444,False
2025-07-17,308.9,312.99698,4.096978759765648,4.096978759765648,1.3263123210636607,1.3263123210636607,False
2025-05-23,361.0,365.09067,4.090667724609375,4.090667724609375,1.1331489541854225,1.1331489541854225,False
2025-03-17,387.15,383.1776,-3.9723876953124773,3.9723876953124773,-1.0260590715000588,1.0260590715000588,False
2025-03-12,385.7,389.51263,3.8126342773437614,3.8126342773437614,0.9884973495835524,0.9884973495835524,False
2025-04-29,400.75,404.51428,3.7642822265625,3.7642822265625,0.9393093516063631,0.9393093516063631,False
2025-06-12,346.0,349.64615,3.646148681640625,3.646148681640625,1.053800197005961,1.053800197005961,False
2025-06-26,303.75,307.3946,3.64459228515625,3.64459228515625,1.1998657728909465,1.1998657728909465,False
2025-04-24,399.85,396.20898,-3.6410156250000227,3.6410156250000227,-0.9105953795173247,0.9105953795173247,False
2025-05-06,384.1,387.7251,3.6250976562499773,3.6250976562499773,0.94379006931788,0.94379006931788,False
2025-05-07,387.35,383.79532,-3.5546813964843977,3.5546813964843977,-0.9176923703328767,0.9176923703328767,False
2025-08-12,312.65,309.1139,-3.5361083984374773,3.5361083984374773,-1.131011801835112,1.131011801835112,False
2024-11-15,281.8,285.20013,3.4001342773437386,3.4001342773437386,1.2065771033867063,1.2065771033867063,False
2025-03-07,384.4,387.79404,3.3940368652343977,3.3940368652343977,0.8829440336197706,0.8829440336197706,False
2025-01-07,316.45,319.77823,3.3282287597656364,3.3282287597656364,1.0517392193918902,1.0517392193918902,False
2024-10-03,257.35,254.08931,-3.2606903076172102,3.2606903076172102,-1.267025571252073,1.267025571252073,False
2025-05-20,370.3,373.48608,3.1860839843749886,3.1860839843749886,0.8604061529503074,0.8604061529503074,False
2024-10-14,256.7,253.53108,-3.168917846679676,3.168917846679676,-1.2344829944213775,1.2344829944213775,False
2025-01-29,373.4,370.2702,-3.1297973632812273,3.1297973632812273,-0.8381889028605323,0.8381889028605323,False
2025-07-16,312.5,309.3721,-3.127899169921875,3.127899169921875,-1.000927734375,1.000927734375,False
2024-11-01,242.95,245.92995,2.979946899414074,2.979946899414074,1.2265679767088182,1.2265679767088182,False
2024-10-30,245.9,248.87544,2.975442504882807,2.975442504882807,1.2100213521280223,1.2100213521280223,False
2025-06-03,346.15,343.30054,-2.8494628906249773,2.8494628906249773,-0.8231873149284927,0.8231873149284927,False
2025-05-12,384.85,387.6031,2.7530883789062273,2.7530883789062273,0.7153666048866382,0.7153666048866382,False
2025-03-20,391.4,394.10855,2.7085510253906477,2.7085510253906477,0.6920161025525416,0.6920161025525416,False
2025-03-14,382.1,384.7962,2.6962036132812273,2.6962036132812273,0.7056277449047964,0.7056277449047964,False
2025-04-01,388.85,386.22235,-2.6276489257812727,2.6276489257812727,-0.6757487272164775,0.6757487272164775,False
2025-03-21,391.4,394.02286,2.6228576660156477,2.6228576660156477,0.6701220403719079,0.6701220403719079,False
2025-07-04,289.6,292.1778,2.5777954101562273,2.5777954101562273,0.8901227245014597,0.8901227245014597,False
2024-10-17,257.3,254.77599,-2.524014282226574,2.524014282226574,-0.9809616332011557,0.9809616332011557,False
2025-01-10,323.85,321.33444,-2.5155578613281477,2.5155578613281477,-0.7767663613796967,0.7767663613796967,False
2025-05-08,387.75,385.32874,-2.4212646484375,2.4212646484375,-0.6244396256447453,0.6244396256447453,False
2025-07-30,295.8,293.39484,-2.4051635742187614,2.4051635742187614,-0.8131046565986346,0.8131046565986346,False
2025-06-13,346.0,348.39346,2.393463134765625,2.393463134765625,0.6917523510883309,0.6917523510883309,False
2024-12-12,320.85,323.23846,2.3884643554687273,2.3884643554687273,0.7444177514317367,0.7444177514317367,False
2025-07-10,286.5,288.8837,2.383697509765625,2.383697509765625,0.8320061116110383,0.8320061116110383,False
2024-10-04,257.35,254.97986,-2.3701416015625227,2.3701416015625227,-0.9209798335195347,0.9209798335195347,False
2024-10-24,248.4,250.74857,2.3485656738281193,2.3485656738281193,0.9454773244074554,0.9454773244074554,False
2025-04-28,399.8,402.12057,2.3205749511718636,2.3205749511718636,0.5804339547703511,0.5804339547703511,False
2025-07-18,308.9,311.1881,2.2881103515625227,2.2881103515625227,0.7407285048761809,0.7407285048761809,False
2024-10-15,258.0,255.72064,-2.27935791015625,2.27935791015625,-0.8834720582000969,0.8834720582000969,False
2025-07-11,286.5,288.7702,2.27020263671875,2.27020263671875,0.7923918452770505,0.7923918452770505,False
2025-07-29,293.4,295.6298,2.2297912597656477,2.2297912597656477,0.7599833877865194,0.7599833877865194,False
2025-02-27,373.05,375.23413,2.1841308593749886,2.1841308593749886,0.5854793886543328,0.5854793886543328,False
2025-03-28,379.95,382.13052,2.1805236816406364,2.1805236816406364,0.5738975343178409,0.5738975343178409,False
2025-01-22,343.95,341.88766,-2.0623352050781136,2.0623352050781136,-0.5996031996156749,0.5996031996156749,False
2025-05-16,376.25,378.24728,1.997283935546875,1.997283935546875,0.530839584198505,0.530839584198505,False
2025-05-26,361.7,363.68103,1.9810302734375114,1.9810302734375114,0.5476998267728812,0.5476998267728812,False
2025-04-21,372.75,374.71558,1.965576171875,1.965576171875,0.5273175511401743,0.5273175511401743,False
2024-11-21,305.25,303.31934,-1.9306640625,1.9306640625,-0.6324861793611793,0.6324861793611793,False
2024-12-20,325.0,323.07538,-1.92462158203125,1.92462158203125,-0.5921912560096154,0.5921912560096154,False
2025-07-25,297.55,299.4171,1.8671142578124886,1.8671142578124886,0.6274959696899642,0.6274959696899642,False
2024-10-22,252.35,254.2043,1.8542999267578182,1.8542999267578182,0.7348127310314317,0.7348127310314317,False
2024-11-05,248.75,246.94237,-1.8076324462890625,1.8076324462890625,-0.7266864105684673,0.7266864105684673,False
2024-11-08,253.35,255.12627,1.7762664794921932,1.7762664794921932,0.7011116950827682,0.7011116950827682,False
2024-11-14,281.8,280.03918,-1.7608154296875114,1.7608154296875114,-0.6248457876818706,0.6248457876818706,False
2025-06-06,358.05,356.32422,-1.7257812500000114,1.7257812500000114,-0.48199448401061623,0.48199448401061623,False
2025-01-24,347.55,349.26785,1.7178527832031136,1.7178527832031136,0.49427500595687346,0.49427500595687346,False
2024-10-16,255.15,256.85513,1.7051330566406193,1.7051330566406193,0.6682865203372993,0.6682865203372993,False
2024-11-20,298.65,296.97128,-1.6787170410156023,1.6787170410156023,-0.562101805128278,0.562101805128278,False
2024-10-18,257.3,255.62714,-1.6728637695312614,1.6728637695312614,-0.6501608120992076,0.6501608120992076,False
2025-01-15,327.15,328.77496,1.6249633789062727,1.6249633789062727,0.4967028515684771,0.4967028515684771,False
2025-05-02,385.4,387.00748,1.6074768066406477,1.6074768066406477,0.4170930998029704,0.4170930998029704,False
2025-01-23,347.55,345.94296,-1.6070373535156364,1.6070373535156364,-0.46239026140573625,0.46239026140573625,False
2024-12-06,332.5,330.93225,-1.5677490234375,1.5677490234375,-0.47150346569548873,0.47150346569548873,False
2025-04-02,385.25,386.80167,1.551666259765625,1.551666259765625,0.4027686592512979,0.4027686592512979,False
2024-12-27,322.65,324.17606,1.5260559082031477,1.5260559082031477,0.4729756417799932,0.4729756417799932,False
2024-10-29,249.6,248.12648,-1.4735198974609318,1.4735198974609318,-0.5903525230212067,0.5903525230212067,False
2025-05-09,387.75,386.31937,-1.430633544921875,1.430633544921875,-0.36895771629190843,0.36895771629190843,False
2025-01-13,321.95,323.3309,1.3809020996093864,1.3809020996093864,0.42891818593240766,0.42891818593240766,False
2024-10-08,250.05,251.37675,1.3267547607421761,1.3267547607421761,0.5305957851398425,0.5305957851398425,False
2024-10-25,248.4,249.70293,1.3029266357421818,1.3029266357421818,0.524527631136144,0.524527631136144,False
2025-02-05,403.95,402.71524,-1.2347595214843636,1.2347595214843636,-0.30567137553765655,0.30567137553765655,False
2025-08-19,353.45,352.2219,-1.2281066894531136,1.2281066894531136,-0.34746263671045796,0.34746263671045796,False
2025-04-17,372.6,371.3858,-1.2141967773437727,1.2141967773437727,-0.3258713841502342,0.3258713841502342,False
2024-12-30,319.75,320.88846,1.138458251953125,1.138458251953125,0.356046364957975,0.356046364957975,False
2025-01-20,327.8,328.75714,0.9571411132812386,0.9571411132812386,0.2919893573158141,0.2919893573158141,False
2025-04-18,372.6,373.55356,0.9535583496093523,0.9535583496093523,0.2559201153004166,0.2559201153004166,False
2025-01-30,377.85,376.9624,-0.8875976562500227,0.8875976562500227,-0.23490741200212326,0.23490741200212326,False
2024-12-19,325.0,325.84088,0.84088134765625,0.84088134765625,0.2587327223557692,0.2587327223557692,False
2025-06-27,303.75,304.56613,0.816131591796875,0.816131591796875,0.2686852977109053,0.2686852977109053,False
2024-12-31,319.75,318.9979,-0.752105712890625,0.752105712890625,-0.2352167984020719,0.2352167984020719,False
2025-01-06,320.5,321.20193,0.701934814453125,0.701934814453125,0.21901242260627926,0.21901242260627926,False
2024-10-11,252.05,252.72275,0.6727478027343636,0.6727478027343636,0.26691045535979513,0.26691045535979513,False
2024-10-28,248.1,248.74931,0.6493133544921932,0.6493133544921932,0.26171437101660344,0.26171437101660344,False
2025-02-21,389.25,388.61478,-0.635223388671875,0.635223388671875,-0.16319162200947335,0.16319162200947335,False
2024-12-13,320.85,320.2518,-0.5981994628906477,0.5981994628906477,-0.18644209533758693,0.18644209533758693,False
2025-01-16,328.35,327.75232,-0.5976806640625227,0.5976806640625227,-0.18202548014695377,0.18202548014695377,False
2025-07-28,296.5,296.87347,0.37347412109375,0.37347412109375,0.12596091773819562,0.12596091773819562,False
2024-11-25,312.15,312.52213,0.37212524414064774,0.37212524414064774,0.11921359735404381,0.11921359735404381,False
2025-01-08,318.5,318.1406,-0.359405517578125,0.359405517578125,-0.11284317663363423,0.11284317663363423,False
2025-07-22,301.35,301.01575,-0.33425292968752274,0.33425292968752274,-0.11091850993446913,0.11091850993446913,False
2025-04-25,399.85,399.51913,-0.33086547851564774,0.33086547851564774,-0.08274739990387589,0.08274739990387589,False
2025-03-19,392.15,392.48032,0.33031616210939774,0.33031616210939774,0.08423209539956591,0.08423209539956591,False
2025-08-05,293.4,293.70062,0.30062255859377274,0.30062255859377274,0.10246167641232883,0.10246167641232883,False
2025-02-28,373.05,373.33948,0.28947753906248863,0.28947753906248863,0.07759751750770369,0.07759751750770369,False
2025-02-03,383.35,383.07288,-0.27712402343752274,0.27712402343752274,-0.07229008045846426,0.07229008045846426,False
2024-12-24,328.6,328.32346,-0.27654418945314774,0.27654418945314774,-0.08415830476358727,0.08415830476358727,False
2025-07-09,287.8,287.987,0.18699951171873863,0.18699951171873863,0.0649755078939328,0.0649755078939328,False
2025-02-12,425.1,425.26248,0.16248168945310226,0.16248168945310226,0.03822199234370789,0.03822199234370789,False
2025-08-15,334.2,334.06424,-0.13576049804686363,0.13576049804686363,-0.040622530833890974,0.040622530833890974,False
2025-01-17,328.35,328.2247,-0.12529907226564774,0.12529907226564774,-0.038160216922688506,0.038160216922688506,False
2024-12-03,305.95,305.84982,-0.10017700195311363,0.10017700195311363,-0.03274293248998648,0.03274293248998648,False
2024-10-10,252.05,251.95438,-0.09562377929688637,0.09562377929688637,-0.03793841670179979,0.03793841670179979,False
2024-12-09,335.65,335.71173,0.06173095703127274,0.06173095703127274,0.018391466417778262,0.018391466417778262,False
2025-08-11,308.3,308.35394,0.05394287109373863,0.05394287109373863,0.01749687677383673,0.01749687677383673,False
